items,domestic,international
http://www.wikidata.org/entity/Q24301991,99250102,112763889
http://www.wikidata.org/entity/Q19847366,10000,100000
http://www.wikidata.org/entity/Q1087883,64572438,63300000
http://www.wikidata.org/entity/Q5115004,62222,0
http://www.wikidata.org/entity/Q21528106,319872,0
http://www.wikidata.org/entity/Q766263,600200,5850000
http://www.wikidata.org/entity/Q5116553,45605,0
http://www.wikidata.org/entity/Q28869528,664499,10000000
http://www.wikidata.org/entity/Q1090970,2268720,6690000
http://www.wikidata.org/entity/Q1607708,3096,0
http://www.wikidata.org/entity/Q220741,7363397,20735368
http://www.wikidata.org/entity/Q21694499,0,13400000
http://www.wikidata.org/entity/Q11687614,201519788,341200000
http://www.wikidata.org/entity/Q5121763,54063,0
http://www.wikidata.org/entity/Q1464230,14167016,25600000
http://www.wikidata.org/entity/Q73627,14605435,28100000
http://www.wikidata.org/entity/Q15052287,149064,0
http://www.wikidata.org/entity/Q797834,284875,0
http://www.wikidata.org/entity/Q282372,38400000,0
http://www.wikidata.org/entity/Q1916959,6687400,2630000
http://www.wikidata.org/entity/Q168010,78768547,108685134
http://www.wikidata.org/entity/Q1094125,79087379,17800000
http://www.wikidata.org/entity/Q30163735,29545,0
http://www.wikidata.org/entity/Q2974593,158987,0
http://www.wikidata.org/entity/Q496113,1080000,0
http://www.wikidata.org/entity/Q2103576,1442786,11300000
http://www.wikidata.org/entity/Q28498317,275268,10800000
http://www.wikidata.org/entity/Q21527555,20000,300000
http://www.wikidata.org/entity/Q1218462,43300000,7200000
http://www.wikidata.org/entity/Q2266502,14638,0
http://www.wikidata.org/entity/Q5124448,246682,0
http://www.wikidata.org/entity/Q478618,5367276,0
http://www.wikidata.org/entity/Q1049545,41000000,15000000
http://www.wikidata.org/entity/Q1095987,13000000,0
http://www.wikidata.org/entity/Q1099203,1716095,0
http://www.wikidata.org/entity/Q115393901,0,1010000
http://www.wikidata.org/entity/Q1748231,8350000,0
http://www.wikidata.org/entity/Q60611826,361898,0
http://www.wikidata.org/entity/Q747877,3151130,0
http://www.wikidata.org/entity/Q784514,24148172,2736357
http://www.wikidata.org/entity/Q107871488,2300000,0
http://www.wikidata.org/entity/Q496654,137355633,100325661
http://www.wikidata.org/entity/Q56604212,10843,0
http://www.wikidata.org/entity/Q52000412,81537,1000000
http://www.wikidata.org/entity/Q110349171,3000,0
http://www.wikidata.org/entity/Q3822411,9200000,0
http://www.wikidata.org/entity/Q1659395,9200000,0
http://www.wikidata.org/entity/Q2268296,1307120,0
http://www.wikidata.org/entity/Q2412059,572644,0
http://www.wikidata.org/entity/Q1102106,1000000,5000000
http://www.wikidata.org/entity/Q20001421,0,103000
http://www.wikidata.org/entity/Q2979643,5900000,2600000
http://www.wikidata.org/entity/Q320588,135189114,171000000
http://www.wikidata.org/entity/Q1421869,500000,0
http://www.wikidata.org/entity/Q212098,33871218,81100000
http://www.wikidata.org/entity/Q16249394,10000,123000
http://www.wikidata.org/entity/Q1102502,2580,0
http://www.wikidata.org/entity/Q20814480,29500,0
http://www.wikidata.org/entity/Q28936,27108272,103400000
http://www.wikidata.org/entity/Q14775069,1721392,4800000
http://www.wikidata.org/entity/Q637169,124870275,118131742
http://www.wikidata.org/entity/Q277157,119793567,154532382
http://www.wikidata.org/entity/Q123742,80000000,90000000
http://www.wikidata.org/entity/Q2979760,0,2520000
http://www.wikidata.org/entity/Q1103047,5149920,3030000
http://www.wikidata.org/entity/Q1103061,12300000,0
http://www.wikidata.org/entity/Q931165,56700000,20000000
http://www.wikidata.org/entity/Q1285467,67182000,0
http://www.wikidata.org/entity/Q3575952,6000,0
http://www.wikidata.org/entity/Q5138221,9000000,0
http://www.wikidata.org/entity/Q2364759,1010000,0
http://www.wikidata.org/entity/Q86756319,49300000,160000000
http://www.wikidata.org/entity/Q104876047,5240000,3700000
http://www.wikidata.org/entity/Q105840301,64137860,28100000
http://www.wikidata.org/entity/Q16627832,1540,0
http://www.wikidata.org/entity/Q1044859,6200750,43800000
http://www.wikidata.org/entity/Q1105466,19200000,0
http://www.wikidata.org/entity/Q5139942,1000000,1000000
http://www.wikidata.org/entity/Q104686893,1000000,1000000
http://www.wikidata.org/entity/Q1105584,21102,752000
http://www.wikidata.org/entity/Q29832591,1500000,1000000
http://www.wikidata.org/entity/Q57837662,155069,0
http://www.wikidata.org/entity/Q1105631,8012214,0
http://www.wikidata.org/entity/Q27959570,20153428,0
http://www.wikidata.org/entity/Q1106851,7500000,29000000
http://www.wikidata.org/entity/Q5140913,123224,0
http://www.wikidata.org/entity/Q17150929,102617,38051
http://www.wikidata.org/entity/Q14945820,16000,1000000
http://www.wikidata.org/entity/Q3208799,525927,5000000
http://www.wikidata.org/entity/Q66317736,2000000,0
http://www.wikidata.org/entity/Q15292486,427418,0
http://www.wikidata.org/entity/Q28912877,32082886,47600000
http://www.wikidata.org/entity/Q4499335,75434,90924
http://www.wikidata.org/entity/Q650404,11300000,0
http://www.wikidata.org/entity/Q24731518,0,106000000
http://www.wikidata.org/entity/Q5142420,39106,0
http://www.wikidata.org/entity/Q4329873,4917171,10100000
http://www.wikidata.org/entity/Q5145864,10000,0
http://www.wikidata.org/entity/Q22977777,31149346,60900000
http://www.wikidata.org/entity/Q1109085,45000000,7000000
http://www.wikidata.org/entity/Q57803949,10000,0
http://www.wikidata.org/entity/Q5147716,48616,0
http://www.wikidata.org/entity/Q868329,36466554,33800000
http://www.wikidata.org/entity/Q18561606,15808,2619529
http://www.wikidata.org/entity/Q1111228,19000000,31000000
http://www.wikidata.org/entity/Q5148631,291000,0
http://www.wikidata.org/entity/Q64576691,1022454,957858
http://www.wikidata.org/entity/Q1111758,46707188,0
http://www.wikidata.org/entity/Q21527562,3001976,1480000
http://www.wikidata.org/entity/Q30612286,1000000,0
http://www.wikidata.org/entity/Q20814481,2500,0
http://www.wikidata.org/entity/Q64005355,16000,0
http://www.wikidata.org/entity/Q56063352,108630,68806
http://www.wikidata.org/entity/Q1758773,12000000,0
http://www.wikidata.org/entity/Q203063,16943,0
http://www.wikidata.org/entity/Q65049519,10700000,5920000
http://www.wikidata.org/entity/Q15070730,6000,0
http://www.wikidata.org/entity/Q62083687,189223,0
http://www.wikidata.org/entity/Q100532928,21700,122000
http://www.wikidata.org/entity/Q5151727,35000,0
http://www.wikidata.org/entity/Q1739208,12000000,0
http://www.wikidata.org/entity/Q61814667,32000000,0
http://www.wikidata.org/entity/Q5151948,37638,0
http://www.wikidata.org/entity/Q493755,128152301,160600000
http://www.wikidata.org/entity/Q25136808,100000,0
http://www.wikidata.org/entity/Q2985756,146491,0
http://www.wikidata.org/entity/Q2627558,0,10700000
http://www.wikidata.org/entity/Q348111,1189203,10100000
http://www.wikidata.org/entity/Q1211330,1910000,0
http://www.wikidata.org/entity/Q5196238,21000000,62000000
http://www.wikidata.org/entity/Q19898063,0,16000
http://www.wikidata.org/entity/Q23925033,19728,1010000
http://www.wikidata.org/entity/Q573210,1460000,0
http://www.wikidata.org/entity/Q2056364,146076,0
http://www.wikidata.org/entity/Q87192572,0,2460000
http://www.wikidata.org/entity/Q24053301,14208,0
http://www.wikidata.org/entity/Q1100064,319285,0
http://www.wikidata.org/entity/Q13512523,101000,0
http://www.wikidata.org/entity/Q607910,101231112,122000000
http://www.wikidata.org/entity/Q5158112,258707,0
http://www.wikidata.org/entity/Q740516,26841214,31000000
http://www.wikidata.org/entity/Q5158515,505058,0
http://www.wikidata.org/entity/Q18356955,34954238,15000000
http://www.wikidata.org/entity/Q107524912,51997,0
http://www.wikidata.org/entity/Q5160002,0,45600000
http://www.wikidata.org/entity/Q770965,16008902,13500000
http://www.wikidata.org/entity/Q852963,44127700,60600000
http://www.wikidata.org/entity/Q246228,29033137,10000000
http://www.wikidata.org/entity/Q652586,12381990,2300000
http://www.wikidata.org/entity/Q964012,2000000,8000000
http://www.wikidata.org/entity/Q598860,81227652,71000000
http://www.wikidata.org/entity/Q469646,9700000,0
http://www.wikidata.org/entity/Q116736421,142000,383000
http://www.wikidata.org/entity/Q506661,75681266,66160000
http://www.wikidata.org/entity/Q5163786,252152,0
http://www.wikidata.org/entity/Q219150,75497667,154900000
http://www.wikidata.org/entity/Q5163916,28684,0
http://www.wikidata.org/entity/Q15803822,100920329,68600000
http://www.wikidata.org/entity/Q5164864,75658897,60342077
http://www.wikidata.org/entity/Q1609534,300000,2000000
http://www.wikidata.org/entity/Q5165624,66828395,33921266
http://www.wikidata.org/entity/Q2640882,103366,1040000
http://www.wikidata.org/entity/Q16237366,6000,0
http://www.wikidata.org/entity/Q1129186,346965,824000
http://www.wikidata.org/entity/Q2317562,258310,0
http://www.wikidata.org/entity/Q56345365,371377,0
http://www.wikidata.org/entity/Q1129449,104745,0
http://www.wikidata.org/entity/Q850276,6199995,0
http://www.wikidata.org/entity/Q5166611,45900000,0
http://www.wikidata.org/entity/Q662838,10791888,4000000
http://www.wikidata.org/entity/Q2996514,1700000,0
http://www.wikidata.org/entity/Q684150,16200000,0
http://www.wikidata.org/entity/Q5167311,62962,0
http://www.wikidata.org/entity/Q282748,68856306,54886000
http://www.wikidata.org/entity/Q26265,14200000,5000000
http://www.wikidata.org/entity/Q15040671,60839,0
http://www.wikidata.org/entity/Q19824612,135552,0
http://www.wikidata.org/entity/Q2996792,104046,5222750
http://www.wikidata.org/entity/Q558102,44782547,18700000
http://www.wikidata.org/entity/Q849140,44567569,12800000
http://www.wikidata.org/entity/Q8989034,171090,0
http://www.wikidata.org/entity/Q498990,32000000,21000000
http://www.wikidata.org/entity/Q1347019,602139,5730000
http://www.wikidata.org/entity/Q632668,75686789,49438554
http://www.wikidata.org/entity/Q1132978,742439,10700000
http://www.wikidata.org/entity/Q2997404,24000000,6000000
http://www.wikidata.org/entity/Q110158599,1000000,6000000
http://www.wikidata.org/entity/Q2998155,36000000,0
http://www.wikidata.org/entity/Q99937572,5911,309771
http://www.wikidata.org/entity/Q737055,600964,5700000
http://www.wikidata.org/entity/Q1147356,15000000,0
http://www.wikidata.org/entity/Q101411163,25731190,10800000
http://www.wikidata.org/entity/Q1073975,30618,0
http://www.wikidata.org/entity/Q4158757,274000,0
http://www.wikidata.org/entity/Q1137254,20457977,3912210
http://www.wikidata.org/entity/Q106838911,0,5000000
http://www.wikidata.org/entity/Q22000142,0,13000
http://www.wikidata.org/entity/Q1462222,109204945,58300000
http://www.wikidata.org/entity/Q959194,600352,1000000
http://www.wikidata.org/entity/Q3285929,34000000,1000000
http://www.wikidata.org/entity/Q835676,1560000,0
http://www.wikidata.org/entity/Q725578,100240551,74000000
http://www.wikidata.org/entity/Q5179687,110294,0
http://www.wikidata.org/entity/Q683734,60847269,51800000
http://www.wikidata.org/entity/Q2708250,0,30954
http://www.wikidata.org/entity/Q150047,27718688,15000000
http://www.wikidata.org/entity/Q1138916,1343103,4760000
http://www.wikidata.org/entity/Q17986713,39914000,60200000
http://www.wikidata.org/entity/Q519490,84351607,58600000
http://www.wikidata.org/entity/Q5183151,9000,0
http://www.wikidata.org/entity/Q1128750,39204853,7920000
http://www.wikidata.org/entity/Q2521211,1900000,1020000
http://www.wikidata.org/entity/Q2053673,1050000,0
http://www.wikidata.org/entity/Q113288634,13600000,0
http://www.wikidata.org/entity/Q29588623,174532921,64600000
http://www.wikidata.org/entity/Q27964373,334021,8200000
http://www.wikidata.org/entity/Q23894531,85597,0
http://www.wikidata.org/entity/Q16249578,537,0
http://www.wikidata.org/entity/Q18822138,109767581,63700000
http://www.wikidata.org/entity/Q50233658,115715889,98170000
http://www.wikidata.org/entity/Q110664384,156248048,118000000
http://www.wikidata.org/entity/Q1139518,14200000,0
http://www.wikidata.org/entity/Q3002606,123671,0
http://www.wikidata.org/entity/Q181555,10140000,0
http://www.wikidata.org/entity/Q734116,2000000,1000000
http://www.wikidata.org/entity/Q107883998,270091,3930000
http://www.wikidata.org/entity/Q2633261,5000000,0
http://www.wikidata.org/entity/Q3271467,14400000,24600000
http://www.wikidata.org/entity/Q1193529,1050000,0
http://www.wikidata.org/entity/Q15729025,31090000,43800000
http://www.wikidata.org/entity/Q1140085,91500000,66800000
http://www.wikidata.org/entity/Q2345399,178194,0
http://www.wikidata.org/entity/Q1962479,20600000,0
http://www.wikidata.org/entity/Q1140566,13000000,0
http://www.wikidata.org/entity/Q739849,3846732,0
http://www.wikidata.org/entity/Q1140945,62192,582881
http://www.wikidata.org/entity/Q5187783,1828289,0
http://www.wikidata.org/entity/Q18636418,182671,0
http://www.wikidata.org/entity/Q2534007,13000000,0
http://www.wikidata.org/entity/Q1141161,2360000,0
http://www.wikidata.org/entity/Q173955,454421,872000
http://www.wikidata.org/entity/Q16952906,1200000,0
http://www.wikidata.org/entity/Q5188754,7000000,0
http://www.wikidata.org/entity/Q2288511,5670000,0
http://www.wikidata.org/entity/Q18206289,3900000,36230000
http://www.wikidata.org/entity/Q1141648,7137282,5730000
http://www.wikidata.org/entity/Q21010884,23884,0
http://www.wikidata.org/entity/Q64151,38904614,37600000
http://www.wikidata.org/entity/Q24284363,86400000,147400000
http://www.wikidata.org/entity/Q952511,19000000,0
http://www.wikidata.org/entity/Q2619747,3070000,0
http://www.wikidata.org/entity/Q5190184,1030000,0
http://www.wikidata.org/entity/Q849101,540239,0
http://www.wikidata.org/entity/Q113321788,5880000,28000000
http://www.wikidata.org/entity/Q103817549,10400000,3000000
http://www.wikidata.org/entity/Q105657922,100000,0
http://www.wikidata.org/entity/Q3224089,10200000,0
http://www.wikidata.org/entity/Q1001863,0,1000000
http://www.wikidata.org/entity/Q16953139,1800000,5000000
http://www.wikidata.org/entity/Q467840,501818,9130000
http://www.wikidata.org/entity/Q829996,21456000,0
http://www.wikidata.org/entity/Q75823148,332622,1010000
http://www.wikidata.org/entity/Q64691905,0,1100000
http://www.wikidata.org/entity/Q978927,19298251,10500000
http://www.wikidata.org/entity/Q1193469,4924793,0
http://www.wikidata.org/entity/Q16249654,20000,0
http://www.wikidata.org/entity/Q15039842,204399,0
http://www.wikidata.org/entity/Q1146563,191315,0
http://www.wikidata.org/entity/Q62595377,620000,0
http://www.wikidata.org/entity/Q1051496,10017322,9280000
http://www.wikidata.org/entity/Q5197702,6000000,11000000
http://www.wikidata.org/entity/Q14723964,2000,0
http://www.wikidata.org/entity/Q104845839,3800000,1600000
http://www.wikidata.org/entity/Q784181,5911733,36600000
http://www.wikidata.org/entity/Q5201057,9109080,1060000
http://www.wikidata.org/entity/Q29582805,0,3830000
http://www.wikidata.org/entity/Q751279,16000000,0
http://www.wikidata.org/entity/Q758734,117816,0
http://www.wikidata.org/entity/Q464634,1200000,0
http://www.wikidata.org/entity/Q18619590,150357137,130809707
http://www.wikidata.org/entity/Q28975643,104029443,77100000
http://www.wikidata.org/entity/Q1156977,31700000,0
http://www.wikidata.org/entity/Q1194810,13900000,10000000
http://www.wikidata.org/entity/Q1157491,144008,0
http://www.wikidata.org/entity/Q25396025,570000,5000000
http://www.wikidata.org/entity/Q3520498,27298087,27000000
http://www.wikidata.org/entity/Q2061109,12016,0
http://www.wikidata.org/entity/Q1542915,7500000,28500000
http://www.wikidata.org/entity/Q1158528,26500000,0
http://www.wikidata.org/entity/Q112811482,33018,0
http://www.wikidata.org/entity/Q3012990,101786,0
http://www.wikidata.org/entity/Q536811,25643041,10000000
http://www.wikidata.org/entity/Q5215364,169966,0
http://www.wikidata.org/entity/Q1159332,390000,0
http://www.wikidata.org/entity/Q591953,15500000,9000000
http://www.wikidata.org/entity/Q599188,1661809,0
http://www.wikidata.org/entity/Q952084,131542,0
http://www.wikidata.org/entity/Q16545925,10480,0
http://www.wikidata.org/entity/Q60590159,16000,1200000
http://www.wikidata.org/entity/Q187999,4737285,0
http://www.wikidata.org/entity/Q749110,526888,0
http://www.wikidata.org/entity/Q830553,34565687,34700000
http://www.wikidata.org/entity/Q1159199,47164211,15000000
http://www.wikidata.org/entity/Q15046541,5730000,1200000
http://www.wikidata.org/entity/Q3430722,318998,0
http://www.wikidata.org/entity/Q16546105,0,2300000
http://www.wikidata.org/entity/Q119526,104641,12300000
http://www.wikidata.org/entity/Q2016952,0,4000000
http://www.wikidata.org/entity/Q914247,67127000,111000000
http://www.wikidata.org/entity/Q1164880,103233,0
http://www.wikidata.org/entity/Q751805,102543518,76500000
http://www.wikidata.org/entity/Q753518,17456,0
http://www.wikidata.org/entity/Q4468105,7000000,16000000
http://www.wikidata.org/entity/Q1166150,9110000,0
http://www.wikidata.org/entity/Q1127281,14400000,12000000
http://www.wikidata.org/entity/Q21528185,0,144693
http://www.wikidata.org/entity/Q5223193,378000,0
http://www.wikidata.org/entity/Q27958298,56625278,93700000
http://www.wikidata.org/entity/Q5223263,150925,0
http://www.wikidata.org/entity/Q1545621,53000,0
http://www.wikidata.org/entity/Q55609034,59000,0
http://www.wikidata.org/entity/Q22000083,2221575,32400000
http://www.wikidata.org/entity/Q5223699,32708831,15200000
http://www.wikidata.org/entity/Q5223341,27000,0
http://www.wikidata.org/entity/Q31188935,65358814,186589817
http://www.wikidata.org/entity/Q15109729,208169,2960000
http://www.wikidata.org/entity/Q38821177,35000,150000
http://www.wikidata.org/entity/Q323318,79811374,165803000
http://www.wikidata.org/entity/Q2564128,17202234,20400000
http://www.wikidata.org/entity/Q18914933,13091,0
http://www.wikidata.org/entity/Q74319,432,12100000
http://www.wikidata.org/entity/Q5223480,12364,0
http://www.wikidata.org/entity/Q1166244,10400000,14900000
http://www.wikidata.org/entity/Q60617937,11750000,10800000
http://www.wikidata.org/entity/Q2079635,516152,0
http://www.wikidata.org/entity/Q2722326,5000000,8000000
http://www.wikidata.org/entity/Q180416,141569,11100000
http://www.wikidata.org/entity/Q108941302,57078,0
http://www.wikidata.org/entity/Q153882,1130197,75900000
http://www.wikidata.org/entity/Q45420274,0,1000000
http://www.wikidata.org/entity/Q5528576,1064,0
http://www.wikidata.org/entity/Q517740,48528752,46700000
http://www.wikidata.org/entity/Q1139801,98761424,53700000
http://www.wikidata.org/entity/Q3016952,3454524,0
http://www.wikidata.org/entity/Q3285003,1680000,0
http://www.wikidata.org/entity/Q539658,63627089,0
http://www.wikidata.org/entity/Q627346,11688519,0
http://www.wikidata.org/entity/Q32941847,34459,0
http://www.wikidata.org/entity/Q2982261,53000,0
http://www.wikidata.org/entity/Q61740823,323733,0
http://www.wikidata.org/entity/Q26824401,22192,0
http://www.wikidata.org/entity/Q749011,59820420,27300000
http://www.wikidata.org/entity/Q11220194,208545589,500290000
http://www.wikidata.org/entity/Q26864875,104920,0
http://www.wikidata.org/entity/Q1128499,30479757,18100000
http://www.wikidata.org/entity/Q640272,10000,0
http://www.wikidata.org/entity/Q232115,64479,0
http://www.wikidata.org/entity/Q219170,5030000,0
http://www.wikidata.org/entity/Q2054155,0,3310000
http://www.wikidata.org/entity/Q16249764,10000,0
http://www.wikidata.org/entity/Q2055886,3400000,13300000
http://www.wikidata.org/entity/Q670378,341901,0
http://www.wikidata.org/entity/Q28479670,3200,0
http://www.wikidata.org/entity/Q39975,7888727,0
http://www.wikidata.org/entity/Q106953528,93657000,111700000
http://www.wikidata.org/entity/Q595612,13418873,11800000
http://www.wikidata.org/entity/Q1755263,2161663,0
http://www.wikidata.org/entity/Q928693,38255142,15300000
http://www.wikidata.org/entity/Q845077,7820000,10000000
http://www.wikidata.org/entity/Q870053,358024,0
http://www.wikidata.org/entity/Q974771,8873741,0
http://www.wikidata.org/entity/Q16249776,6000,0
http://www.wikidata.org/entity/Q5245289,6923,183858
http://www.wikidata.org/entity/Q547189,1040000,0
http://www.wikidata.org/entity/Q2741435,10597844,17600000
http://www.wikidata.org/entity/Q5245315,15306460,0
http://www.wikidata.org/entity/Q587891,39363635,57400000
http://www.wikidata.org/entity/Q497027,18800000,0
http://www.wikidata.org/entity/Q106316,95235000,140000000
http://www.wikidata.org/entity/Q19347291,363070709,420058508
http://www.wikidata.org/entity/Q25431158,324591735,460432423
http://www.wikidata.org/entity/Q635569,8000000,14000000
http://www.wikidata.org/entity/Q543403,16358255,22000000
http://www.wikidata.org/entity/Q1753075,10283,0
http://www.wikidata.org/entity/Q1757076,10200000,0
http://www.wikidata.org/entity/Q37325864,30836,0
http://www.wikidata.org/entity/Q24026719,246136,0
http://www.wikidata.org/entity/Q28970978,4000,0
http://www.wikidata.org/entity/Q99368041,15300000,1900000
http://www.wikidata.org/entity/Q1823840,1534670,11000000
http://www.wikidata.org/entity/Q867138,80014842,34449754
http://www.wikidata.org/entity/Q682695,20472,1170000
http://www.wikidata.org/entity/Q16249806,4200000,1000000
http://www.wikidata.org/entity/Q466265,3000000,6000000
http://www.wikidata.org/entity/Q700871,8580209,3944260
http://www.wikidata.org/entity/Q1160186,58200000,90000000
http://www.wikidata.org/entity/Q19824623,8964,418703
http://www.wikidata.org/entity/Q26252678,12000,0
http://www.wikidata.org/entity/Q5247351,5800,0
http://www.wikidata.org/entity/Q22077183,0,30000000
http://www.wikidata.org/entity/Q667548,19000,0
http://www.wikidata.org/entity/Q675269,330399,869352
http://www.wikidata.org/entity/Q1137310,25128886,16800000
http://www.wikidata.org/entity/Q1033191,36516222,42178795
http://www.wikidata.org/entity/Q1181262,16088175,7411371
http://www.wikidata.org/entity/Q521538,11000000,0
http://www.wikidata.org/entity/Q602600,8000000,0
http://www.wikidata.org/entity/Q1194374,19200000,0
http://www.wikidata.org/entity/Q284870,16173317,0
http://www.wikidata.org/entity/Q27450567,34141846,8910000
http://www.wikidata.org/entity/Q848280,16000000,0
http://www.wikidata.org/entity/Q848274,6000000,0
http://www.wikidata.org/entity/Q848285,16254000,0
http://www.wikidata.org/entity/Q848297,1460000,0
http://www.wikidata.org/entity/Q1418017,28161466,0
http://www.wikidata.org/entity/Q1524544,57273,0
http://www.wikidata.org/entity/Q5249093,4573996,12500000
http://www.wikidata.org/entity/Q883773,35331446,22180000
http://www.wikidata.org/entity/Q5249542,35000,0
http://www.wikidata.org/entity/Q5249544,30000,0
http://www.wikidata.org/entity/Q551762,10618238,17300000
http://www.wikidata.org/entity/Q225885,53424,0
http://www.wikidata.org/entity/Q30051739,100000,10000000
http://www.wikidata.org/entity/Q1182350,876000,28700000
http://www.wikidata.org/entity/Q599095,73364845,91000000
http://www.wikidata.org/entity/Q662779,16400000,0
http://www.wikidata.org/entity/Q1146977,11303685,18400000
http://www.wikidata.org/entity/Q1812599,17100000,5100000
http://www.wikidata.org/entity/Q506013,26000000,0
http://www.wikidata.org/entity/Q19877874,61849770,60800000
http://www.wikidata.org/entity/Q3704693,2297642,0
http://www.wikidata.org/entity/Q1545189,16337997,0
http://www.wikidata.org/entity/Q1182609,44062,0
http://www.wikidata.org/entity/Q1121878,32184062,15600000
http://www.wikidata.org/entity/Q85853071,0,14200000
http://www.wikidata.org/entity/Q1523923,511920,511920
http://www.wikidata.org/entity/Q5253809,725000,1600000
http://www.wikidata.org/entity/Q827105,1800000,12000000
http://www.wikidata.org/entity/Q4471,5361663,0
http://www.wikidata.org/entity/Q1658457,46000000,18000000
http://www.wikidata.org/entity/Q14370012,30357770,25800000
http://www.wikidata.org/entity/Q7729669,30659319,17800000
http://www.wikidata.org/entity/Q4335275,8586540,0
http://www.wikidata.org/entity/Q1184895,6699187,11400000
http://www.wikidata.org/entity/Q3021986,446000,1010000
http://www.wikidata.org/entity/Q15039413,1009891,1670000
http://www.wikidata.org/entity/Q470891,58355000,102000000
http://www.wikidata.org/entity/Q1186490,114047,923000
http://www.wikidata.org/entity/Q21527601,4130000,6200000
http://www.wikidata.org/entity/Q3784688,38471,0
http://www.wikidata.org/entity/Q783486,51370680,66100000
http://www.wikidata.org/entity/Q28860130,44808044,32000000
http://www.wikidata.org/entity/Q25136504,122096,0
http://www.wikidata.org/entity/Q618208,10200000,0
http://www.wikidata.org/entity/Q1199912,36402462,21400000
http://www.wikidata.org/entity/Q280094,0,9860000
http://www.wikidata.org/entity/Q166696,584472,14400000
http://www.wikidata.org/entity/Q56054702,0,2580000
http://www.wikidata.org/entity/Q156911,0,3000000
http://www.wikidata.org/entity/Q38526911,0,28000000
http://www.wikidata.org/entity/Q466369,25812,607597
http://www.wikidata.org/entity/Q19370813,0,10100000
http://www.wikidata.org/entity/Q376922,209488,0
http://www.wikidata.org/entity/Q21029656,0,5000000
http://www.wikidata.org/entity/Q152857,5494497,86600000
http://www.wikidata.org/entity/Q50418560,0,11000000
http://www.wikidata.org/entity/Q582455,15058,0
http://www.wikidata.org/entity/Q20747599,0,100000
http://www.wikidata.org/entity/Q1759482,22575,0
http://www.wikidata.org/entity/Q5263905,353800,0
http://www.wikidata.org/entity/Q689630,200000,14200000
http://www.wikidata.org/entity/Q430767,2450000,0
http://www.wikidata.org/entity/Q21076281,200000,4000000
http://www.wikidata.org/entity/Q465009,25705847,25800000
http://www.wikidata.org/entity/Q1420421,27000000,0
http://www.wikidata.org/entity/Q637212,368065385,602700620
http://www.wikidata.org/entity/Q22674936,6000,1100000
http://www.wikidata.org/entity/Q38463384,151339,151339
http://www.wikidata.org/entity/Q2546056,1537852,0
http://www.wikidata.org/entity/Q48672823,1530000,1600000
http://www.wikidata.org/entity/Q652406,74277,1070000
http://www.wikidata.org/entity/Q114850036,100000,0
http://www.wikidata.org/entity/Q114850108,1000000,2000000
http://www.wikidata.org/entity/Q1201169,14571,0
http://www.wikidata.org/entity/Q3205392,0,1300000
http://www.wikidata.org/entity/Q27965056,16830165,16000000
http://www.wikidata.org/entity/Q3024783,365731,0
http://www.wikidata.org/entity/Q1201654,22400000,22400000
http://www.wikidata.org/entity/Q872852,20400000,0
http://www.wikidata.org/entity/Q84318956,0,451000
http://www.wikidata.org/entity/Q15921236,1000000,8000000
http://www.wikidata.org/entity/Q65157289,0,1800000
http://www.wikidata.org/entity/Q15040718,16000000,8000000
http://www.wikidata.org/entity/Q4449955,51354,51354
http://www.wikidata.org/entity/Q1206820,33585201,28700000
http://www.wikidata.org/entity/Q105494039,21000000,14000000
http://www.wikidata.org/entity/Q19816574,370000,4600000
http://www.wikidata.org/entity/Q3025723,650000,1200000
http://www.wikidata.org/entity/Q55272444,32000,100000
http://www.wikidata.org/entity/Q25218457,0,18000
http://www.wikidata.org/entity/Q876851,1784443,0
http://www.wikidata.org/entity/Q107914,43500000,72600000
http://www.wikidata.org/entity/Q1825585,675910,21400000
http://www.wikidata.org/entity/Q5271334,255496,0
http://www.wikidata.org/entity/Q74671,64003885,11831784
http://www.wikidata.org/entity/Q2155483,49013738,70500000
http://www.wikidata.org/entity/Q114842711,52983680,21500000
http://www.wikidata.org/entity/Q27959516,20217472,27600000
http://www.wikidata.org/entity/Q1209189,958492,5000000
http://www.wikidata.org/entity/Q68378005,1171743,0
http://www.wikidata.org/entity/Q1471500,6000000,2000000
http://www.wikidata.org/entity/Q3706969,103738726,59900000
http://www.wikidata.org/entity/Q379296,29680157,85300000
http://www.wikidata.org/entity/Q30931,160942139,271000000
http://www.wikidata.org/entity/Q19971653,0,1000000
http://www.wikidata.org/entity/Q167411,1254520,14500000
http://www.wikidata.org/entity/Q63457407,76000,1720000
http://www.wikidata.org/entity/Q569372,282675,1000000
http://www.wikidata.org/entity/Q105598,83008852,57400000
http://www.wikidata.org/entity/Q106871,100012498,261200000
http://www.wikidata.org/entity/Q78350090,10000000,5000000
http://www.wikidata.org/entity/Q1217364,0,64000
http://www.wikidata.org/entity/Q5275317,130000,0
http://www.wikidata.org/entity/Q16991774,144716,218915
http://www.wikidata.org/entity/Q19245400,860957,0
http://www.wikidata.org/entity/Q30765975,15000,0
http://www.wikidata.org/entity/Q1226599,73026514,34366747
http://www.wikidata.org/entity/Q83726515,21694,0
http://www.wikidata.org/entity/Q613403,636048,0
http://www.wikidata.org/entity/Q16249901,1200000,0
http://www.wikidata.org/entity/Q476329,137748063,212074702
http://www.wikidata.org/entity/Q15990773,400000,8000000
