item,title,pub_date,originLabel,worldwide,Year,Genre,title_year
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,France,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,Sweden,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,Denmark,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,Norway,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,United Kingdom,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,Iceland,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-09-08T00:00:00Z,Argentina,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q110365,Dancer in the Dark,2000-05-17T00:00:00Z,United States of America,45556774.0,2000,Musical,dancerinthedark2000
http://www.wikidata.org/entity/Q109135,Trainspotting,1996-01-01T00:00:00Z,United Kingdom,71548935.0,1996,Drama,trainspotting1996
http://www.wikidata.org/entity/Q110354,The Great Escape,1963-07-04T00:00:00Z,United States of America,13807711.0,1963,Drama,thegreatescape1963
http://www.wikidata.org/entity/Q115597,World's Greatest Dad,2009-08-21T00:00:00Z,United States of America,295750.0,2009,Black Comedy,world'sgreatestdad2009
http://www.wikidata.org/entity/Q115385,Il Divo,2008-05-23T00:00:00Z,Italy,6420093.0,2009,Drama,ildivo2009
http://www.wikidata.org/entity/Q115385,Il Divo,2008-05-23T00:00:00Z,France,6420093.0,2009,Drama,ildivo2009
http://www.wikidata.org/entity/Q115760,Catwoman,2004-01-01T00:00:00Z,United States of America,82078046.0,2004,Action,catwoman2004
http://www.wikidata.org/entity/Q116171,Grbavica,2006-01-01T00:00:00Z,Germany,43460.0,2007,Drama,grbavica2007
http://www.wikidata.org/entity/Q116171,Grbavica,2006-01-01T00:00:00Z,Austria,43460.0,2007,Drama,grbavica2007
http://www.wikidata.org/entity/Q116171,Grbavica,2006-01-01T00:00:00Z,Bosnia and Herzegovina,43460.0,2007,Drama,grbavica2007
http://www.wikidata.org/entity/Q116171,Grbavica,2006-01-01T00:00:00Z,Croatia,43460.0,2007,Drama,grbavica2007
http://www.wikidata.org/entity/Q115537,I Know Where I'm Going!,1945-01-01T00:00:00Z,United Kingdom,88623.0,2024,Drama,iknowwherei'mgoing!2024
http://www.wikidata.org/entity/Q113149,Take This Waltz,2013-03-07T00:00:00Z,Spain,4863332.0,2012,Drama,takethiswaltz2012
http://www.wikidata.org/entity/Q113149,Take This Waltz,2013-03-07T00:00:00Z,Japan,4863332.0,2012,Drama,takethiswaltz2012
http://www.wikidata.org/entity/Q113149,Take This Waltz,2013-03-07T00:00:00Z,Canada,4863332.0,2012,Drama,takethiswaltz2012
http://www.wikidata.org/entity/Q114115,Henry V,1990-12-13T00:00:00Z,United Kingdom,10176701.0,1989,Drama,henryv1989
http://www.wikidata.org/entity/Q110397,True Lies,1994-07-15T00:00:00Z,United States of America,365300000.0,1994,Action,truelies1994
http://www.wikidata.org/entity/Q113052,Elizabethtown,2005-01-01T00:00:00Z,United States of America,67345171.0,2005,Drama,elizabethtown2005
http://www.wikidata.org/entity/Q112365,Live Free or Die,2006-01-01T00:00:00Z,United States of America,13836.0,2007,Comedy,livefreeordie2007
http://www.wikidata.org/entity/Q113549,Nuovomondo,2006-09-08T00:00:00Z,Italy,1063647.0,2007,Drama,nuovomondo2007
http://www.wikidata.org/entity/Q113549,Nuovomondo,2006-09-08T00:00:00Z,France,1063647.0,2007,Drama,nuovomondo2007
http://www.wikidata.org/entity/Q113171,Rollover,1981-12-11T00:00:00Z,United States of America,10217873.0,1981,Thriller/Suspense,rollover1981
http://www.wikidata.org/entity/Q114435,A Night in the Life of Jimmy Reardon,1988-01-01T00:00:00Z,United States of America,6264058.0,1988,Drama,anightinthelifeofjimmyreardon1988
http://www.wikidata.org/entity/Q114076,A Knight's Tale,2001-03-08T00:00:00Z,United States of America,117487473.0,2001,,aknight'stale2001
http://www.wikidata.org/entity/Q114819,Dune,1984-12-14T00:00:00Z,United States of America,27504670.0,1984,Action,dune1984
http://www.wikidata.org/entity/Q112635,Wonderland,2003-01-01T00:00:00Z,Canada,1819527.0,2000,,wonderland2000
http://www.wikidata.org/entity/Q112747,Trouble with the Curve,2012-09-19T00:00:00Z,United States of America,68841757.0,2012,Drama,troublewiththecurve2012
http://www.wikidata.org/entity/Q112635,Wonderland,2003-01-01T00:00:00Z,United States of America,1819527.0,2000,,wonderland2000
http://www.wikidata.org/entity/Q111655,"20,000 Leagues Under the Sea",1916-01-01T00:00:00Z,United States of America,8000000.0,1916,Adventure,"20,000leaguesunderthesea1916"
http://www.wikidata.org/entity/Q128503,It's All Gone Pete Tong,2004-01-01T00:00:00Z,Canada,2226603.0,2005,Drama,it'sallgonepetetong2005
http://www.wikidata.org/entity/Q128503,It's All Gone Pete Tong,2004-01-01T00:00:00Z,United Kingdom,2226603.0,2005,Drama,it'sallgonepetetong2005
http://www.wikidata.org/entity/Q128503,It's All Gone Pete Tong,2004-01-01T00:00:00Z,United States of America,2226603.0,2005,Drama,it'sallgonepetetong2005
http://www.wikidata.org/entity/Q126281,See You in the Morning,1989-04-14T00:00:00Z,United States of America,4795009.0,1989,Drama,seeyouinthemorning1989
http://www.wikidata.org/entity/Q121810,Grown Ups,2010-01-01T00:00:00Z,United States of America,332237554.0,2010,Comedy,grownups2010
http://www.wikidata.org/entity/Q120231,Hamlet,1921-01-01T00:00:00Z,Germany,22493727.0,1990,Drama,hamlet1990
http://www.wikidata.org/entity/Q124697,Novecento,1979-01-15T00:00:00Z,Germany,693.0,1976,Drama,novecento1976
http://www.wikidata.org/entity/Q124697,Novecento,1979-01-15T00:00:00Z,Italy,693.0,1976,Drama,novecento1976
http://www.wikidata.org/entity/Q124697,Novecento,1979-01-15T00:00:00Z,France,693.0,1976,Drama,novecento1976
http://www.wikidata.org/entity/Q126357,Dark Places,1977-11-25T00:00:00Z,United Kingdom,7138901.0,2015,Thriller/Suspense,darkplaces2015
http://www.wikidata.org/entity/Q122713,Insidious,2010-09-13T00:00:00Z,Canada,114025591.0,2011,Horror,insidious2011
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,Germany,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,Switzerland,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,Spain,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,Italy,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,France,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q120105,The Woodsman,2004-01-01T00:00:00Z,United States of America,1703768.0,2004,Drama,thewoodsman2004
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,United Kingdom,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q122713,Insidious,2010-09-13T00:00:00Z,United States of America,114025591.0,2011,Horror,insidious2011
http://www.wikidata.org/entity/Q123259,Vale Abraão,1993-01-01T00:00:00Z,Portugal,464.0,1993,Documentary,valeabraão1993
http://www.wikidata.org/entity/Q123259,Vale Abraão,1993-01-01T00:00:00Z,Switzerland,464.0,1993,Documentary,valeabraão1993
http://www.wikidata.org/entity/Q123259,Vale Abraão,1993-01-01T00:00:00Z,France,464.0,1993,Documentary,valeabraão1993
http://www.wikidata.org/entity/Q125494,Bread and Roses,2000-01-01T00:00:00Z,United States of America,1282593.0,2001,Drama,breadandroses2001
http://www.wikidata.org/entity/Q120484,Fair Game,1995-11-03T00:00:00Z,United States of America,26097497.0,1995,Action,fairgame1995
http://www.wikidata.org/entity/Q119889,Aliens in the Attic,2009-07-31T00:00:00Z,United States of America,73631232.0,2009,Comedy,aliensintheattic2009
http://www.wikidata.org/entity/Q123166,Gettysburg,1993-10-08T00:00:00Z,United States of America,10731997.0,1993,Drama,gettysburg1993
http://www.wikidata.org/entity/Q119526,Dans la maison,2012-01-01T00:00:00Z,France,16247462.0,2012,Drama,danslamaison2012
http://www.wikidata.org/entity/Q122113,Super,2010-01-01T00:00:00Z,United States of America,1779845.0,2011,Black Comedy,super2011
http://www.wikidata.org/entity/Q122652,Krabat,2008-01-01T00:00:00Z,Germany,5000000.0,2008,Drama,krabat2008
http://www.wikidata.org/entity/Q123742,Cloverfield,2008-01-16T00:00:00Z,United States of America,201264138.0,2008,Action,cloverfield2008
http://www.wikidata.org/entity/Q126135,Lady Windermere's Fan,1925-01-01T00:00:00Z,United States of America,674916.0,2018,Concert/Performance,ladywindermere'sfan2018
http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,2008-08-30T00:00:00Z,United Kingdom,420429684.0,2008,Drama,slumdogmillionaire2008
http://www.wikidata.org/entity/Q126183,Working Girl,1988-12-21T00:00:00Z,United States of America,64161637.0,1988,Comedy,workinggirl1988
http://www.wikidata.org/entity/Q126699,Gran Torino,2009-01-09T00:00:00Z,Germany,340707012.0,2008,Drama,grantorino2008
http://www.wikidata.org/entity/Q126699,Gran Torino,2009-01-09T00:00:00Z,Australia,340707012.0,2008,Drama,grantorino2008
http://www.wikidata.org/entity/Q127021,M,1931-01-01T00:00:00Z,Weimar Republic,35566.0,1931,Drama,m1931
http://www.wikidata.org/entity/Q126699,Gran Torino,2008-12-12T00:00:00Z,United States of America,340707012.0,2008,Drama,grantorino2008
http://www.wikidata.org/entity/Q126492,Malibu's Most Wanted,2003-04-10T00:00:00Z,United States of America,34622504.0,2003,,malibu'smostwanted2003
http://www.wikidata.org/entity/Q128187,Machete Kills,2013-09-19T00:00:00Z,United States of America,24960353.0,2013,Action,machetekills2013
http://www.wikidata.org/entity/Q126896,In the Valley of Elah,2007-01-01T00:00:00Z,United States of America,28080099.0,2007,Drama,inthevalleyofelah2007
http://www.wikidata.org/entity/Q128493,Machete,2010-09-01T00:00:00Z,United States of America,67057732.0,2010,Action,machete2010
http://www.wikidata.org/entity/Q126637,Wedding Daze,2006-01-01T00:00:00Z,United States of America,3969756.0,2008,Comedy,weddingdaze2008
http://www.wikidata.org/entity/Q126372,The Girl,1987-01-01T00:00:00Z,Sweden,104883.0,2001,,thegirl2001
http://www.wikidata.org/entity/Q126372,The Girl,1987-01-01T00:00:00Z,United Kingdom,104883.0,2001,,thegirl2001
http://www.wikidata.org/entity/Q127267,Attenberg,2010-01-01T00:00:00Z,Greece,42582.0,2012,Drama,attenberg2012
http://www.wikidata.org/entity/Q127897,Jersey Girl,2004-03-09T00:00:00Z,United States of America,37066129.0,2004,Comedy,jerseygirl2004
http://www.wikidata.org/entity/Q127021,M,1933-03-31T00:00:00Z,Germany,35566.0,1931,Drama,m1931
http://www.wikidata.org/entity/Q127421,King Kong Lives,1986-12-19T00:00:00Z,United States of America,4711220.0,1986,Adventure,kingkonglives1986
http://www.wikidata.org/entity/Q127414,Henry's Crime,2012-05-31T00:00:00Z,United States of America,102541.0,2011,Comedy,henry'scrime2011
http://www.wikidata.org/entity/Q126652,Frantic,1988-01-01T00:00:00Z,France,17637000.0,1988,Thriller/Suspense,frantic1988
http://www.wikidata.org/entity/Q127045,The Last Supper,1997-02-20T00:00:00Z,United States of America,1048612.0,1996,Comedy,thelastsupper1996
http://www.wikidata.org/entity/Q127367,The Lord of the Rings: The Fellowship of the Ring,2001-01-01T00:00:00Z,New Zealand,868385360.0,2001,,thelordoftherings:thefellowshipofthering2001
http://www.wikidata.org/entity/Q126652,Frantic,1988-01-01T00:00:00Z,United States of America,17637000.0,1988,Thriller/Suspense,frantic1988
http://www.wikidata.org/entity/Q127536,A*P*E,1976-01-01T00:00:00Z,South Korea,138707.0,1976,Adventure,a*p*e1976
http://www.wikidata.org/entity/Q127760,"He Said, She Said",1991-01-01T00:00:00Z,United States of America,9684702.0,1991,Romantic Comedy,"hesaid,shesaid1991"
http://www.wikidata.org/entity/Q127367,The Lord of the Rings: The Fellowship of the Ring,2001-01-01T00:00:00Z,United States of America,868385360.0,2001,,thelordoftherings:thefellowshipofthering2001
http://www.wikidata.org/entity/Q127536,A*P*E,1976-01-01T00:00:00Z,United States of America,138707.0,1976,Adventure,a*p*e1976
http://www.wikidata.org/entity/Q127665,Flirting,1991-01-01T00:00:00Z,Australia,2415396.0,1992,Drama,flirting1992
http://www.wikidata.org/entity/Q126800,Happy Feet,2006-11-17T00:00:00Z,Australia,598925381.0,2006,Musical,happyfeet2006
http://www.wikidata.org/entity/Q126800,Happy Feet,2006-11-17T00:00:00Z,United States of America,598925381.0,2006,Musical,happyfeet2006
http://www.wikidata.org/entity/Q72925,She's the Man,2006-09-21T00:00:00Z,United States of America,57194667.0,2006,,she'stheman2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2005-11-09T00:00:00Z,United States of America,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72962,Reservoir Dogs,1992-09-10T00:00:00Z,United States of America,2990680.0,1992,Thriller/Suspense,reservoirdogs1992
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,Belgium,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,Germany,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,Romania,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,France,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,Japan,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,Norway,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q72090,Joyeux Noël,2006-12-01T00:00:00Z,United Kingdom,23134075.0,2006,Drama,joyeuxnoël2006
http://www.wikidata.org/entity/Q73279,Evil Dead,2013-01-01T00:00:00Z,United States of America,113795536.0,2013,Horror,evildead2013
http://www.wikidata.org/entity/Q72450,Shall We Dance?,2004-10-15T00:00:00Z,United States of America,9676677.0,1997,Romantic Comedy,shallwedance?1997
http://www.wikidata.org/entity/Q70069,Banlieue 13,2004-01-01T00:00:00Z,France,11599903.0,2006,Action,banlieue132006
http://www.wikidata.org/entity/Q72276,A Good Day to Die Hard,2013-02-14T00:00:00Z,United States of America,333655964.0,2013,Action,agooddaytodiehard2013
http://www.wikidata.org/entity/Q71960,Save the Last Dance,2001-01-09T00:00:00Z,United States of America,122244329.0,2001,Drama,savethelastdance2001
http://www.wikidata.org/entity/Q71920,La Moustache,2005-01-01T00:00:00Z,France,3078324.0,2006,Comedy,lamoustache2006
http://www.wikidata.org/entity/Q72162,Infancia clandestina,2011-01-01T00:00:00Z,Brazil,2004027.0,2012,Drama,infanciaclandestina2012
http://www.wikidata.org/entity/Q72162,Infancia clandestina,2011-01-01T00:00:00Z,Argentina,2004027.0,2012,Drama,infanciaclandestina2012
http://www.wikidata.org/entity/Q72162,Infancia clandestina,2011-01-01T00:00:00Z,Spain,2004027.0,2012,Drama,infanciaclandestina2012
http://www.wikidata.org/entity/Q72909,They Live,1988-11-04T00:00:00Z,United States of America,13449643.0,1988,Thriller/Suspense,theylive1988
http://www.wikidata.org/entity/Q73028,Underclassman,2005-01-01T00:00:00Z,United States of America,5757783.0,2005,Comedy,underclassman2005
http://www.wikidata.org/entity/Q76824,Cat Ballou,1965-01-01T00:00:00Z,United States of America,20666667.0,1965,Comedy,catballou1965
http://www.wikidata.org/entity/Q77009,Paparazzi,2004-01-01T00:00:00Z,United States of America,16612072.0,2004,Thriller/Suspense,paparazzi2004
http://www.wikidata.org/entity/Q77013,Night of the Creeps,1986-01-01T00:00:00Z,United States of America,591366.0,1986,Horror,nightofthecreeps1986
http://www.wikidata.org/entity/Q80289,One Night with the King,2006-01-01T00:00:00Z,India,34487199.0,2006,Drama,onenightwiththeking2006
http://www.wikidata.org/entity/Q76827,Intimacy,2001-01-01T00:00:00Z,France,785775.0,2001,Drama,intimacy2001
http://www.wikidata.org/entity/Q76827,Intimacy,2001-01-01T00:00:00Z,United Kingdom,785775.0,2001,Drama,intimacy2001
http://www.wikidata.org/entity/Q80289,One Night with the King,2006-01-01T00:00:00Z,United States of America,34487199.0,2006,Drama,onenightwiththeking2006
http://www.wikidata.org/entity/Q79503,Juno,2007-09-01T00:00:00Z,United States of America,290997287.0,2007,Comedy,juno2007
http://www.wikidata.org/entity/Q80204,Anna Karenina,2012-09-07T00:00:00Z,France,858553.0,1997,Drama,annakarenina1997
http://www.wikidata.org/entity/Q80204,Anna Karenina,2012-09-07T00:00:00Z,United Kingdom,858553.0,1997,Drama,annakarenina1997
http://www.wikidata.org/entity/Q74958,Blood Diamond,2006-12-08T00:00:00Z,United States of America,235402048.0,2006,Action,blooddiamond2006
http://www.wikidata.org/entity/Q74636,Whiteout,2009-01-01T00:00:00Z,United States of America,17095842.0,2009,Thriller/Suspense,whiteout2009
http://www.wikidata.org/entity/Q74636,Whiteout,2009-10-15T00:00:00Z,France,17095842.0,2009,Thriller/Suspense,whiteout2009
http://www.wikidata.org/entity/Q74636,Whiteout,2009-10-15T00:00:00Z,Canada,17095842.0,2009,Thriller/Suspense,whiteout2009
http://www.wikidata.org/entity/Q73627,Cirque du Soleil: Worlds Away,2012-01-01T00:00:00Z,United States of America,38748517.0,2012,Adventure,cirquedusoleil:worldsaway2012
http://www.wikidata.org/entity/Q74535,The ABCs of Death,2012-09-15T00:00:00Z,Japan,35136.0,2013,Horror,theabcsofdeath2013
http://www.wikidata.org/entity/Q74671,Diary of a Wimpy Kid,2010-01-01T00:00:00Z,United States of America,124367013.0,2010,Comedy,diaryofawimpykid2010
http://www.wikidata.org/entity/Q74643,Killer Joe,2011-09-08T00:00:00Z,United States of America,4659110.0,2012,Black Comedy,killerjoe2012
http://www.wikidata.org/entity/Q74535,The ABCs of Death,2012-09-15T00:00:00Z,United States of America,35136.0,2013,Horror,theabcsofdeath2013
http://www.wikidata.org/entity/Q74315,The Maltese Falcon,1931-01-01T00:00:00Z,United States of America,218494.0,1941,Drama,themaltesefalcon1941
http://www.wikidata.org/entity/Q76479,Per un pugno di dollari,1965-03-05T00:00:00Z,Germany,3528283.0,1967,Western,perunpugnodidollari1967
http://www.wikidata.org/entity/Q76479,Per un pugno di dollari,1965-03-05T00:00:00Z,West Germany,3528283.0,1967,Western,perunpugnodidollari1967
http://www.wikidata.org/entity/Q76479,Per un pugno di dollari,1965-03-05T00:00:00Z,Spain,3528283.0,1967,Western,perunpugnodidollari1967
http://www.wikidata.org/entity/Q76479,Per un pugno di dollari,1965-03-05T00:00:00Z,Italy,3528283.0,1967,Western,perunpugnodidollari1967
http://www.wikidata.org/entity/Q76479,Per un pugno di dollari,1965-03-05T00:00:00Z,United States of America,3528283.0,1967,Western,perunpugnodidollari1967
http://www.wikidata.org/entity/Q73651,Double Jeopardy,1999-09-21T00:00:00Z,United States of America,177835231.0,1999,Action,doublejeopardy1999
http://www.wikidata.org/entity/Q74319,Dark Tide,2012-01-01T00:00:00Z,Australia,3384175.0,2012,Thriller/Suspense,darktide2012
http://www.wikidata.org/entity/Q74319,Dark Tide,2012-01-01T00:00:00Z,South Africa,3384175.0,2012,Thriller/Suspense,darktide2012
http://www.wikidata.org/entity/Q74319,Dark Tide,2012-01-01T00:00:00Z,United Kingdom,3384175.0,2012,Thriller/Suspense,darktide2012
http://www.wikidata.org/entity/Q75546,A Lot Like Love,2005-04-21T00:00:00Z,United States of America,41921590.0,2005,Romantic Comedy,alotlikelove2005
http://www.wikidata.org/entity/Q74319,Dark Tide,2012-01-01T00:00:00Z,United States of America,3384175.0,2012,Thriller/Suspense,darktide2012
http://www.wikidata.org/entity/Q74958,Blood Diamond,2006-12-08T00:00:00Z,Germany,235402048.0,2006,Action,blooddiamond2006
http://www.wikidata.org/entity/Q104814,Aliens,1986-07-18T00:00:00Z,United States of America,183291893.0,1986,Action,aliens1986
http://www.wikidata.org/entity/Q102754,Dr. No,1963-05-08T00:00:00Z,United Kingdom,59567035.0,1963,Action,dr.no1963
http://www.wikidata.org/entity/Q103474,2001: A Space Odyssey,1968-04-02T00:00:00Z,United Kingdom,71792564.0,1968,Adventure,2001:aspaceodyssey1968
http://www.wikidata.org/entity/Q103474,2001: A Space Odyssey,1968-04-02T00:00:00Z,United States of America,71792564.0,1968,Adventure,2001:aspaceodyssey1968
http://www.wikidata.org/entity/Q104137,Unforgiven,1992-01-01T00:00:00Z,United States of America,159157447.0,1992,Western,unforgiven1992
http://www.wikidata.org/entity/Q102448,Harry Potter and the Prisoner of Azkaban,2004-05-31T00:00:00Z,United Kingdom,783221274.0,2004,Adventure,harrypotterandtheprisonerofazkaban2004
http://www.wikidata.org/entity/Q102448,Harry Potter and the Prisoner of Azkaban,2004-05-31T00:00:00Z,United States of America,783221274.0,2004,Adventure,harrypotterandtheprisonerofazkaban2004
http://www.wikidata.org/entity/Q104123,Pulp Fiction,1994-01-01T00:00:00Z,United States of America,212891598.0,1994,Drama,pulpfiction1994
http://www.wikidata.org/entity/Q103569,Alien,1979-05-25T00:00:00Z,United Kingdom,188034787.0,1979,Horror,alien1979
http://www.wikidata.org/entity/Q103569,Alien,1979-05-25T00:00:00Z,United States of America,188034787.0,1979,Horror,alien1979
http://www.wikidata.org/entity/Q83730,December Boys,2007-01-01T00:00:00Z,Australia,1146474.0,2007,Drama,decemberboys2007
http://www.wikidata.org/entity/Q83623,Best Friends,1982-01-01T00:00:00Z,United States of America,36670556.0,1982,Romantic Comedy,bestfriends1982
http://www.wikidata.org/entity/Q86791,A Christmas Carol,2009-06-11T00:00:00Z,United States of America,325286646.0,2009,,achristmascarol2009
http://www.wikidata.org/entity/Q83612,The Skulls,2000-03-27T00:00:00Z,Canada,35007180.0,2000,Thriller/Suspense,theskulls2000
http://www.wikidata.org/entity/Q83730,December Boys,2007-01-01T00:00:00Z,United States of America,1146474.0,2007,Drama,decemberboys2007
http://www.wikidata.org/entity/Q84064,Pane e tulipani,2000-12-21T00:00:00Z,Switzerland,5311177.0,2001,Romantic Comedy,paneetulipani2001
http://www.wikidata.org/entity/Q84064,Pane e tulipani,2000-12-21T00:00:00Z,Italy,5311177.0,2001,Romantic Comedy,paneetulipani2001
http://www.wikidata.org/entity/Q93512,Naissance des pieuvres,2008-07-03T00:00:00Z,France,159593.0,2008,Drama,naissancedespieuvres2008
http://www.wikidata.org/entity/Q83789,Calendar Girls,2003-01-01T00:00:00Z,United Kingdom,25462153.0,2003,Documentary,calendargirls2003
http://www.wikidata.org/entity/Q93432,And When Did You Last See Your Father?,2007-01-01T00:00:00Z,United Kingdom,2476491.0,2008,Drama,andwhendidyoulastseeyourfather?2008
http://www.wikidata.org/entity/Q83612,The Skulls,2000-03-27T00:00:00Z,United States of America,35007180.0,2000,Thriller/Suspense,theskulls2000
http://www.wikidata.org/entity/Q83495,The Matrix,1999-03-31T00:00:00Z,Australia,465974198.0,1999,Action,thematrix1999
http://www.wikidata.org/entity/Q83791,Saving Grace,2000-01-01T00:00:00Z,United Kingdom,27786849.0,2000,Comedy,savinggrace2000
http://www.wikidata.org/entity/Q84147,Anna Karenina,1997-01-01T00:00:00Z,United Kingdom,858553.0,1997,Drama,annakarenina1997
http://www.wikidata.org/entity/Q83789,Calendar Girls,2003-01-01T00:00:00Z,United States of America,25462153.0,2003,Documentary,calendargirls2003
http://www.wikidata.org/entity/Q82949,Rocky V,1990-11-16T00:00:00Z,United States of America,119946358.0,1990,Action,rockyv1990
http://www.wikidata.org/entity/Q83630,My Life Without Me,2003-01-01T00:00:00Z,Spain,12267275.0,2003,Drama,mylifewithoutme2003
http://www.wikidata.org/entity/Q83630,My Life Without Me,2003-01-01T00:00:00Z,Canada,12267275.0,2003,Drama,mylifewithoutme2003
http://www.wikidata.org/entity/Q83495,The Matrix,1999-03-31T00:00:00Z,United States of America,465974198.0,1999,Action,thematrix1999
http://www.wikidata.org/entity/Q84147,Anna Karenina,1997-01-01T00:00:00Z,United States of America,858553.0,1997,Drama,annakarenina1997
http://www.wikidata.org/entity/Q83739,The Ladykillers,2004-03-26T00:00:00Z,United States of America,77392139.0,2004,Black Comedy,theladykillers2004
http://www.wikidata.org/entity/Q83542,Resident Evil: Retribution,2012-01-01T00:00:00Z,Germany,264782329.0,2012,Horror,residentevil:retribution2012
http://www.wikidata.org/entity/Q83542,Resident Evil: Retribution,2012-01-01T00:00:00Z,Canada,264782329.0,2012,Horror,residentevil:retribution2012
http://www.wikidata.org/entity/Q83656,Kinsey,2004-01-01T00:00:00Z,Germany,17443529.0,2004,Drama,kinsey2004
